2026-01-19 21:50:46,457 : worker.worker : INFO : Current device cuda
2026-01-19 21:50:47,795 : worker.worker : INFO : ==================== Start training ====================
2026-01-19 21:50:47,977 : network.model : INFO : Saved model to logs/BipedalWalker-PPO/model.pt
2026-01-19 21:50:48,907 : evaluate.evaluate : INFO : Evaluation results: mean = -113.87, std = 0.00, min = -113.87, max = -113.87, count = 1
2026-01-19 21:50:48,907 : evaluate.evaluate : INFO : Evaluation lengths: mean = 90.00, std = 0.00, min = 90.00, max = 90.00, count = 1
2026-01-19 21:50:48,908 : evaluate.evaluate : INFO : Covariance matrix:
[0.18973666 0.18973666 0.18973666 0.18973666]
2026-01-19 21:50:49,806 : worker.worker : DEBUG : Episodes ended. n: 1, terminated: 1, truncated: 0, mean reward: -6.105177411929345, mean length: 54.0
2026-01-19 21:50:49,822 : worker.worker : DEBUG : Episodes ended. n: 1, terminated: 1, truncated: 0, mean reward: -6.183062505826086, mean length: 59.0
2026-01-19 21:50:49,837 : worker.worker : DEBUG : Episodes ended. n: 1, terminated: 1, truncated: 0, mean reward: -5.900512632571114, mean length: 64.0
2026-01-19 21:50:49,849 : worker.worker : DEBUG : Episodes ended. n: 1, terminated: 1, truncated: 0, mean reward: -6.3242488084582265, mean length: 66.0
2026-01-19 21:50:49,863 : worker.worker : DEBUG : Episodes ended. n: 2, terminated: 2, truncated: 0, mean reward: -6.393509967890837, mean length: 70.0
2026-01-19 21:50:49,939 : worker.worker : DEBUG : Episodes ended. n: 1, terminated: 1, truncated: 0, mean reward: -6.232784964323534, mean length: 98.0
2026-01-19 21:50:49,983 : worker.worker : DEBUG : Episodes ended. n: 1, terminated: 1, truncated: 0, mean reward: -6.041682260556786, mean length: 43.0
2026-01-19 21:50:50,005 : worker.worker : DEBUG : Episodes ended. n: 1, terminated: 1, truncated: 0, mean reward: -6.452135437601459, mean length: 67.0
2026-01-19 21:50:50,010 : worker.worker : DEBUG : Episodes ended. n: 1, terminated: 1, truncated: 0, mean reward: -6.569588722107588, mean length: 123.0
2026-01-19 21:50:50,034 : worker.worker : DEBUG : Episodes ended. n: 1, terminated: 1, truncated: 0, mean reward: -6.299669716561748, mean length: 70.0
2026-01-19 21:50:50,044 : worker.worker : DEBUG : Episodes ended. n: 2, terminated: 2, truncated: 0, mean reward: -6.108802323761373, mean length: 64.0
2026-01-19 21:50:50,089 : worker.worker : DEBUG : Episodes ended. n: 1, terminated: 1, truncated: 0, mean reward: -6.855414907299366, mean length: 149.0
2026-01-19 21:50:50,153 : worker.worker : DEBUG : Episodes ended. n: 1, terminated: 1, truncated: 0, mean reward: -7.7069723821358185, mean length: 170.0
2026-01-19 21:50:50,170 : worker.worker : DEBUG : Episodes ended. n: 1, terminated: 1, truncated: 0, mean reward: -6.000391495229754, mean length: 51.0
2026-01-19 21:50:50,194 : worker.worker : DEBUG : Episodes ended. n: 1, terminated: 1, truncated: 0, mean reward: -5.9945515420885975, mean length: 48.0
2026-01-19 21:50:50,215 : worker.worker : DEBUG : Episodes ended. n: 1, terminated: 1, truncated: 0, mean reward: -6.232329424549986, mean length: 64.0
2026-01-19 21:50:50,243 : worker.worker : DEBUG : Episodes ended. n: 1, terminated: 1, truncated: 0, mean reward: -6.005269241719608, mean length: 79.0
