2026-01-22 12:39:19,189 : worker.worker : INFO : Current device cuda
2026-01-22 12:39:20,465 : worker.worker : INFO : ==================== Start training ====================
2026-01-22 12:39:20,775 : network.model : INFO : Saved model to logs/BipedalWalker/PPO/reshaped-rewards-v2/model.pt
2026-01-22 12:39:21,984 : evaluate.evaluate : INFO : Evaluation results: mean = -107.07, std = 0.00, min = -107.07, max = -107.07, count = 1
2026-01-22 12:39:21,985 : evaluate.evaluate : INFO : Evaluation lengths: mean = 108.00, std = 0.00, min = 108.00, max = 108.00, count = 1
2026-01-22 12:39:21,986 : evaluate.evaluate : INFO : Covariance matrix:
[0.18973666 0.18973666 0.18973666 0.18973666]
2026-01-22 12:39:23,096 : worker.worker : DEBUG : Episodes ended. n: 1, terminated: 1, truncated: 0, mean reward: -110.82703399658203, mean length: 61.0
2026-01-22 12:39:23,169 : worker.worker : DEBUG : Episodes ended. n: 1, terminated: 1, truncated: 0, mean reward: -110.93760681152344, mean length: 84.0
2026-01-22 12:39:23,205 : worker.worker : DEBUG : Episodes ended. n: 1, terminated: 1, truncated: 0, mean reward: -117.63172149658203, mean length: 95.0
2026-01-22 12:39:23,260 : worker.worker : DEBUG : Episodes ended. n: 1, terminated: 1, truncated: 0, mean reward: -115.64031982421875, mean length: 52.0
2026-01-22 12:39:23,282 : worker.worker : DEBUG : Episodes ended. n: 1, terminated: 1, truncated: 0, mean reward: -110.9083023071289, mean length: 120.0
2026-01-22 12:39:23,308 : worker.worker : DEBUG : Episodes ended. n: 1, terminated: 1, truncated: 0, mean reward: -117.19912719726562, mean length: 127.0
2026-01-22 12:39:23,316 : worker.worker : DEBUG : Episodes ended. n: 1, terminated: 1, truncated: 0, mean reward: -118.00607299804688, mean length: 129.0
2026-01-22 12:39:23,327 : worker.worker : DEBUG : Episodes ended. n: 1, terminated: 1, truncated: 0, mean reward: -119.78227233886719, mean length: 131.0
2026-01-22 12:39:23,346 : worker.worker : DEBUG : Episodes ended. n: 2, terminated: 2, truncated: 0, mean reward: -112.14021301269531, mean length: 135.0
2026-01-22 12:39:23,372 : worker.worker : DEBUG : Episodes ended. n: 1, terminated: 1, truncated: 0, mean reward: -119.99453735351562, mean length: 141.0
2026-01-22 12:39:23,417 : worker.worker : DEBUG : Episodes ended. n: 1, terminated: 1, truncated: 0, mean reward: -113.30953216552734, mean length: 151.0
2026-01-22 12:39:23,475 : worker.worker : DEBUG : Episodes ended. n: 1, terminated: 1, truncated: 0, mean reward: -113.09526062011719, mean length: 85.0
2026-01-22 12:39:23,482 : worker.worker : DEBUG : Episodes ended. n: 1, terminated: 1, truncated: 0, mean reward: -112.13410949707031, mean length: 171.0
2026-01-22 12:39:23,520 : worker.worker : DEBUG : Episodes ended. n: 2, terminated: 2, truncated: 0, mean reward: -118.2890625, mean length: 121.5
2026-01-22 12:39:23,552 : worker.worker : DEBUG : Episodes ended. n: 1, terminated: 1, truncated: 0, mean reward: -109.4184341430664, mean length: 59.0
2026-01-22 12:39:23,641 : worker.worker : DEBUG : Episodes ended. n: 1, terminated: 1, truncated: 0, mean reward: -116.96823120117188, mean length: 67.0
2026-01-22 12:39:23,707 : worker.worker : DEBUG : Episodes ended. n: 1, terminated: 1, truncated: 0, mean reward: -116.53182983398438, mean length: 48.0
2026-01-22 12:39:23,735 : worker.worker : DEBUG : Episodes ended. n: 1, terminated: 1, truncated: 0, mean reward: -113.73120880126953, mean length: 113.0
2026-01-22 12:39:23,747 : worker.worker : DEBUG : Episodes ended. n: 1, terminated: 1, truncated: 0, mean reward: -112.10603332519531, mean length: 156.0
2026-01-22 12:39:23,759 : worker.worker : DEBUG : Episodes ended. n: 1, terminated: 1, truncated: 0, mean reward: -113.65519714355469, mean length: 82.0
2026-01-22 12:39:23,838 : worker.worker : DEBUG : Episodes ended. n: 1, terminated: 1, truncated: 0, mean reward: -111.19343566894531, mean length: 143.0
2026-01-22 12:39:23,878 : worker.worker : DEBUG : Episodes ended. n: 1, terminated: 1, truncated: 0, mean reward: -114.46709442138672, mean length: 111.0
2026-01-22 12:39:23,925 : worker.worker : DEBUG : Episodes ended. n: 1, terminated: 1, truncated: 0, mean reward: -122.4814453125, mean length: 151.0
2026-01-22 12:39:23,952 : worker.worker : DEBUG : Episodes ended. n: 1, terminated: 1, truncated: 0, mean reward: -116.315673828125, mean length: 79.0
2026-01-22 12:39:24,050 : worker.worker : DEBUG : Episodes ended. n: 1, terminated: 1, truncated: 0, mean reward: -121.45783996582031, mean length: 207.0
2026-01-22 12:39:24,075 : worker.worker : DEBUG : Episodes ended. n: 1, terminated: 1, truncated: 0, mean reward: -112.96540069580078, mean length: 144.0
2026-01-22 12:39:24,149 : worker.worker : DEBUG : Episodes ended. n: 1, terminated: 1, truncated: 0, mean reward: -115.97498321533203, mean length: 91.0
2026-01-22 12:39:24,166 : worker.worker : DEBUG : Episodes ended. n: 1, terminated: 1, truncated: 0, mean reward: -112.715087890625, mean length: 219.0
2026-01-22 12:39:24,217 : worker.worker : DEBUG : Episodes ended. n: 1, terminated: 1, truncated: 0, mean reward: -114.07694244384766, mean length: 118.0
2026-01-22 12:39:24,228 : worker.worker : DEBUG : Episodes ended. n: 1, terminated: 1, truncated: 0, mean reward: -108.9828872680664, mean length: 66.0
2026-01-22 12:39:24,246 : worker.worker : DEBUG : Episodes ended. n: 1, terminated: 1, truncated: 0, mean reward: -111.87421417236328, mean length: 113.0
2026-01-22 12:39:24,305 : worker.worker : DEBUG : Episodes ended. n: 1, terminated: 1, truncated: 0, mean reward: -113.50326538085938, mean length: 78.0
